,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
53,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS100010,커피-음료,982390166,109095,83,17,15,16,17,17,17,9,8,0,13,39,25,20,3,60,40,1,18,36,26,15,5,811689372,170700794,149215233,156025509,164227812,170800057,171420761,88115348,82585446,270913,131371746,378956836,244514757,200407871,26868043,445549498,301663236,5291355,135405040,266354625,192159178,112334925,35667620,92218,16877,17199,17044,17810,20045,20120,8414,8463,16,19993,40362,27529,19106,2089,55101,36502,955,17885,32982,23520,12772,3493,26
54,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200001,일반교습학원,404567058,1419,96,4,23,17,21,8,27,4,0,0,1,6,25,65,3,72,28,0,0,2,52,45,1,389147078,15419980,94648175,67922708,84037364,31489730,111049101,15419980,0,0,2728838,24889301,99565769,263488324,13894826,290743169,113823889,0,0,7418073,211742807,180312929,5093249,1380,39,427,182,279,115,377,39,0,0,13,56,390,918,42,976,443,0,0,49,827,524,19,24
55,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200002,외국어학원,273810118,1117,84,16,28,12,16,12,15,12,5,0,1,15,32,48,5,41,59,0,0,8,79,12,1,229484722,44325396,77009773,33167024,44869769,34003177,40434979,31926345,12399051,0,2469177,40027917,86218160,130186923,14907941,112716846,161093272,9359,0,21918406,216252828,32597235,3032290,938,179,302,145,173,141,177,148,31,0,14,148,305,575,75,495,622,3,0,66,893,137,18,11
56,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200003,예술학원,66008494,487,100,0,28,15,18,29,9,0,0,0,0,0,58,39,3,47,53,0,3,22,55,18,3,66008494,0,18355612,10170993,12114025,19370250,5997614,0,0,0,0,0,38141180,25982245,1885069,31213568,34794926,0,1687209,14416944,36204742,11631812,2067787,487,0,119,87,65,165,51,0,0,0,0,0,315,164,8,218,269,0,14,113,296,37,27,10
57,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200005,스포츠 강습,89686738,254,97,3,13,21,29,16,19,3,0,0,2,11,45,35,7,34,66,0,3,39,38,17,3,87393039,2293699,11768276,18354833,26024807,14475260,16769863,2293699,0,0,1575897,10110369,40483994,31591400,5925078,29985282,57414954,0,2898174,33660140,33266866,15065988,2509069,251,3,52,36,74,41,48,3,0,0,6,21,117,88,22,76,167,0,8,83,101,34,16,10
58,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200006,일반의원,531163527,53783,89,12,21,16,16,16,19,12,0,0,25,27,31,16,0,53,47,1,8,16,24,31,21,470196653,60966874,112701177,86617423,85090391,86634943,99152719,60966874,0,0,133829078,143401034,166724973,87208442,0,264300053,237859294,4710592,38924608,77822314,120786093,152973777,106941966,47731,6052,11773,8447,8182,9122,10207,6052,0,0,13720,13378,16941,9744,0,27563,24882,560,4057,9711,13678,13583,10855,9
59,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200007,치과의원,425325927,4928,94,6,15,17,21,17,24,6,0,0,12,42,31,16,0,62,38,0,6,18,30,30,16,398938211,26387716,64884223,71558670,89819636,70670413,102005269,26387716,0,0,50657756,177385856,131012863,66269452,0,258879385,161586859,296960,24099200,76030855,125894289,125110328,69034611,4648,280,1056,856,916,885,935,280,0,0,693,1418,1860,957,0,3041,1834,23,311,1097,1309,1303,833,6
60,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200008,한의원,261591063,13264,83,17,19,19,17,12,16,17,0,0,11,37,28,24,0,46,54,0,5,13,30,20,32,216514616,45076447,49598441,49332037,45254363,30323686,42006089,45076447,0,0,29902992,96556829,72396817,62734425,0,118023805,140426025,122813,11591118,34440679,78289769,51107971,82897480,11952,1312,2649,2272,2267,2468,2296,1312,0,0,1804,4395,4091,2974,0,6750,6402,11,801,2358,3743,3739,2498,12
61,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200016,당구장,18038433,1382,75,25,13,14,16,14,18,14,11,8,0,6,10,42,35,95,5,2,6,18,30,39,6,13474541,4563892,2393628,2492249,2918233,2445077,3225354,2524092,2039800,1376872,0,1024534,1791530,7503001,6342496,16304819,918984,265155,1070786,3101514,5081338,6731107,973902,1053,329,204,202,234,183,230,185,144,85,0,111,153,555,478,1256,75,36,118,220,404,475,77,11
62,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200017,골프연습장,17200394,464,61,39,14,10,14,7,16,19,21,11,2,11,16,32,27,86,14,0,0,14,30,35,20,10447857,6752537,2455988,1642777,2411214,1277948,2659930,3208283,3544254,1907454,346961,1961071,2768482,5519622,4696804,11847171,1923421,0,0,1979960,4178117,4852925,2759589,306,158,65,61,56,46,78,93,65,42,3,30,77,179,133,317,81,0,0,61,97,162,77,3
63,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200019,PC방,194539604,44359,65,35,12,13,12,14,13,17,18,21,5,8,13,30,23,81,19,11,67,12,6,3,1,125613445,68926159,23250142,25391707,23871402,27737946,25362248,33867535,35058624,40699044,10313474,15303541,25462360,58590467,44170718,157824905,36714699,21945170,130153629,23383075,11245054,5592868,2219808,28498,15861,5123,5847,5384,6200,5944,7867,7994,7177,2027,4150,7071,14339,9595,34831,9528,8110,26330,4395,3691,1272,561,6
64,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200025,자동차수리,290840511,2461,79,21,23,12,13,14,18,16,5,0,10,29,31,28,2,76,24,0,4,9,26,43,19,230465582,60374929,65814964,36130609,37284375,40152843,51082791,45484562,14890367,0,29280713,82994380,91199808,80988015,6377595,162916225,51089904,0,7837066,19019085,55183933,92062526,39903516,1953,508,475,314,366,348,450,399,109,0,353,675,770,627,36,1314,516,0,72,183,571,662,341,9
65,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200028,미용실,104105042,3788,65,35,12,15,10,15,13,26,9,0,4,22,31,41,3,34,66,1,5,11,36,30,17,67425472,36679570,12655884,15804924,10202790,15791434,12970440,27048070,9631500,0,4225068,22715843,31839522,42258278,3066331,34593987,68302127,968423,4910591,11456837,37021432,31004377,17534453,2581,1207,483,557,506,537,498,841,366,0,227,800,1198,1495,68,1794,1972,70,279,483,1225,1134,577,24
66,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200029,네일숍,3345108,61,80,20,8,23,8,19,21,17,4,0,0,17,50,25,7,0,100,0,0,5,35,53,7,2662358,682750,271791,774801,281565,620112,714089,557179,125571,0,0,580010,1680585,849876,234637,0,3345108,0,0,171233,1168783,1784495,220597,50,11,8,11,7,17,7,8,3,0,0,12,18,27,4,0,61,0,0,6,21,27,7,3
67,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200030,피부관리실,24154799,77,100,0,36,32,0,0,32,0,0,0,32,0,32,36,0,0,100,0,0,0,0,32,68,24154799,0,8736842,7708978,0,0,7708979,0,0,0,7708978,0,7708979,8736842,0,0,24154799,0,0,0,0,7708978,16445821,77,0,26,25,0,0,26,0,0,0,25,0,26,26,0,0,77,0,0,0,0,25,52,2
68,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200032,가전제품수리,1840105,9,100,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,1840105,0,0,1840105,0,0,0,0,0,0,0,0,0,1840105,0,0,1840105,0,0,0,1840105,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,9,0,0,0
69,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200037,노래방,148748611,2099,77,23,10,16,13,18,20,15,8,40,0,0,1,11,48,88,12,0,7,13,30,41,9,114811338,33937273,15187468,23602412,19432993,27405529,29182936,22182993,11754280,60014486,88685,11168,821032,16251318,71561922,109860925,15030613,344648,9303165,15792072,37211940,51015027,11224689,1532,567,237,321,288,332,354,365,202,651,1,1,33,384,1029,1461,446,27,299,286,480,627,186,21
70,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200038,독서실,15043715,220,64,36,15,27,0,21,2,14,22,13,8,10,19,50,1,38,62,3,1,9,29,58,0,9687883,5355832,2191407,4095141,0,3172887,228448,2106796,3249036,1903732,1209927,1497603,2800601,7555703,76149,4535113,7335715,363824,152299,1057629,3418258,6878819,0,119,101,26,43,0,25,25,67,34,16,26,25,67,78,8,51,144,17,8,8,67,93,0,3
71,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS200041,사진관,7485106,307,74,26,15,20,12,10,17,26,0,0,7,22,56,15,0,35,65,0,8,11,20,28,33,5512308,1972798,1118346,1511626,896727,743002,1242607,1972798,0,0,550847,1652539,4188994,1092726,0,2437815,4611738,0,563657,768622,1412985,1998420,2305869,281,26,50,101,39,52,39,26,0,0,39,76,128,64,0,153,141,0,38,25,90,77,64,3
72,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300001,슈퍼마켓,915968509,59587,81,19,14,15,14,19,20,11,8,3,18,22,22,29,6,49,51,1,9,23,29,24,15,740366667,175601842,129306887,132689187,125667703,172325951,180376939,99485086,76116756,28796647,163992695,201464641,197630859,269435865,54647802,329689289,340220625,4445537,58564600,154144736,192110673,160125280,100519102,45174,14413,8646,8511,8478,9608,9931,8195,6218,743,7041,12330,12154,20873,6446,29091,23084,1020,6456,9769,14162,13382,7404,26
73,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300002,편의점,1632448050,283789,79,21,15,15,16,16,17,11,10,8,23,15,16,24,15,72,28,3,20,30,27,15,5,1290813928,341634122,248134990,246797384,258430128,267293953,270157473,181226550,160407572,124590305,369798244,247690801,258647116,392466870,239254714,1111346314,433648450,41807136,307236875,463990052,421156777,232061356,78742561,230900,52889,44520,45075,44601,48136,48568,28092,24797,18562,75997,44937,47577,61370,35346,193506,80895,13853,63655,86360,66617,33833,10084,27
74,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300003,컴퓨터및주변장치판매,179163366,2563,100,0,22,7,7,26,39,0,0,0,9,28,43,19,0,53,47,0,0,29,40,20,12,179163366,0,40206116,11663708,11681587,46011150,69600805,0,0,0,16628382,50600346,77765995,34168643,0,24197574,21843377,0,0,13111986,18458100,8987671,5483194,2563,0,655,120,179,656,953,0,0,0,358,775,953,477,0,417,239,0,0,119,239,120,179,0
75,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300004,핸드폰,292518679,2104,100,0,15,44,38,1,1,0,0,0,80,2,3,16,0,4,96,0,1,2,94,2,1,291309184,1209495,44860611,129135582,110033269,3500050,3779672,0,1209495,0,233121376,4952256,7770191,46674856,0,11044024,238866477,0,1761963,5502390,235842740,5291540,1511869,1953,151,636,377,379,107,454,0,151,0,151,516,649,788,0,983,758,0,182,346,455,606,151,6
76,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300007,육류판매,678648144,20094,79,21,23,10,17,15,14,11,10,0,7,12,31,39,11,47,53,0,3,10,23,33,31,537182738,141465406,158434714,70686681,111853577,99151603,97056163,71239208,70226198,0,47865318,82571715,212563933,263290955,72356223,270843847,307110505,683684,16378087,58092334,134540508,187692356,180567383,14178,5916,2936,2597,2953,2780,2912,2933,2983,0,1814,2527,3662,9538,2553,9255,9426,142,1803,2636,4476,6487,3139,8
77,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300009,청과상,29577155,2028,66,34,14,9,12,8,24,13,20,0,13,28,17,42,1,43,57,3,4,16,20,35,23,19624981,9952174,4046239,2674942,3498222,2223003,7182575,3974327,5977847,0,3833489,8242518,4974432,12294642,232074,12265075,16031516,698810,1221314,4376321,5686890,9844825,6468432,1344,684,320,199,255,167,403,328,356,0,347,447,318,889,27,863,1004,25,178,251,348,572,496,3
78,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300011,일반의류,67390434,1007,47,53,8,4,8,21,5,53,0,0,1,7,22,19,52,12,88,10,1,1,26,60,2,31504083,35886351,5472415,2836688,5580695,14018270,3596015,35699815,186536,0,558155,4568287,14880577,12672990,34710425,8156387,58195561,6788071,718700,409168,17508040,39576456,1351513,869,138,205,125,216,186,137,117,21,0,25,162,597,199,24,323,642,244,34,30,341,224,94,6
79,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300016,안경,200233849,1704,73,27,16,12,18,12,15,19,9,0,6,25,28,39,2,52,48,1,9,17,25,34,14,145662125,54571724,32692298,23169094,35564925,23800495,30435313,37028343,17543381,0,11575304,50122326,56001559,78129880,4404780,103830812,94153919,1117694,18110492,34439149,50055724,66537740,27723932,1250,454,266,206,281,244,253,301,153,0,91,448,459,675,31,840,847,34,194,359,435,477,189,11
80,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300018,의약품,1813082686,79359,75,25,9,12,7,9,39,12,13,0,11,55,18,15,2,74,26,0,3,12,13,19,53,1364215849,448866837,157752988,209623971,127415427,156253081,713170382,211411829,237455008,0,194625425,993172397,334044020,263640075,27600769,1126837309,387739053,3525815,48788879,176228742,194484358,290131966,801416605,68672,10687,15553,13131,11935,14076,13977,8804,1883,0,17845,17977,20699,20726,2112,42095,33685,773,7359,18445,18938,17546,12722,11
81,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300020,서적,114223987,10117,90,10,17,15,15,25,18,6,4,0,20,14,36,30,1,43,58,16,4,7,40,27,6,102816799,11407188,18905119,17559761,16916665,29032112,20403142,6952752,4454436,0,23068567,15787414,40795538,33676555,895913,36947524,50047884,13576397,3604229,6348503,34423734,23757870,5284674,8910,1207,1845,1722,1556,1945,1842,743,464,0,2805,1549,2997,2678,88,3514,5706,2596,593,663,2857,2042,470,3
82,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300021,문구,116459204,7589,98,2,19,18,21,20,22,1,1,0,16,29,33,22,0,58,42,6,12,34,30,12,6,114209754,2249450,21746375,20901510,23874166,22675779,25011924,1083687,1165763,0,18909158,33217786,38615562,25472770,243928,32081690,22828454,3347651,6457639,18439189,16666608,6815565,3183493,7248,341,1322,1371,1280,1530,1745,189,152,0,1447,1952,2395,1771,24,2801,3407,1164,792,1507,1705,779,258,9
83,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300022,화장품,42504587,289,80,20,9,14,9,19,29,13,7,20,1,13,6,23,37,63,37,0,4,7,30,51,8,33982799,8521788,3754252,6124435,3750859,8168411,12184842,5478513,3043275,8589822,357786,5576937,2584349,9675525,15720168,25940143,15159430,0,1596803,2951867,12508006,20818868,3224030,223,66,34,66,30,48,45,24,42,102,8,34,23,40,82,217,53,0,10,31,78,129,22,3
84,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300024,운동/경기용품,4000000,32,95,5,26,8,8,30,23,5,0,0,14,29,44,13,0,94,6,0,1,27,31,16,26,3794744,205256,1022622,327375,317039,1201023,926685,205256,0,0,567475,1162727,1754885,514913,0,3491316,238463,0,20509,1016383,1151451,581026,960409,29,3,6,2,5,7,9,3,0,0,5,11,14,2,0,26,4,0,0,5,14,8,3,2
85,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300025,자전거 및 기타운송장비,789193638,2101,96,4,22,5,28,2,39,4,0,0,0,18,7,66,10,45,55,0,5,69,23,3,1,755044889,34148749,169800141,42678329,216674092,18452188,307440139,34148749,0,0,140361,137884055,51235720,520492830,79440672,277445664,334767126,736166,28029514,419230257,139223178,21035490,3958186,1711,390,390,208,293,209,611,390,0,0,28,548,599,886,40,1422,610,68,384,783,514,256,28,3
86,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300028,화초,2474795860,17060,72,28,15,23,10,13,11,15,13,5,15,15,27,30,9,59,41,0,1,12,19,50,18,1786039149,688756711,381958874,567973337,248316676,319220354,268569908,379524263,309232448,123731105,365146395,363037713,665947042,729570327,227363278,1244957009,852352530,1980360,29888141,240377733,395099568,1049435424,380528318,11120,5940,2362,2987,1852,1740,2179,2533,3407,215,1940,3829,5594,4972,510,6609,7965,76,541,2095,3193,5740,2932,20
87,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300029,애완동물,31383403,1042,67,33,13,14,15,12,13,19,14,0,6,21,26,47,1,49,51,0,9,11,27,38,15,21005553,10377850,4075218,4250350,4768315,3704226,4207444,6063333,4314517,0,1791070,6642686,8118270,14590776,240601,15110586,15628211,26861,2837021,3340302,8331259,11761461,4441894,714,328,142,151,145,126,150,200,128,0,79,200,263,484,16,459,566,8,137,119,266,332,164,3
88,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300033,철물점,124420189,2596,79,21,21,13,13,18,15,17,5,0,35,23,26,16,0,70,30,0,3,12,29,49,8,98248465,26171724,25853931,15884070,15573671,21883470,19053323,20633557,5538167,86775,42872515,29040266,32587313,19833320,0,46930706,20005771,6362,1906213,7921020,19328435,32653049,5121401,2164,432,433,412,561,406,352,318,114,8,924,648,571,445,0,1091,384,3,91,329,459,438,158,6
89,2018,2,A,골목상권,2111089,상일여고(상일초등학교),CS300035,인테리어,29735934,458,86,14,21,20,28,11,7,12,2,0,47,17,27,9,0,65,35,0,2,14,44,17,23,25660322,4075612,6279139,6044002,8239404,3178732,1919045,3450475,625137,0,13937343,5088663,7986038,2723890,0,13550130,7274655,0,397592,2933422,9202298,3551971,4739504,369,89,59,76,91,69,74,64,25,0,101,149,118,90,0,206,105,0,31,43,59,127,52,10
90,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS100001,한식음식점,4061230514,119837,78,22,13,15,15,17,17,13,9,1,3,33,7,42,14,68,32,0,9,24,31,24,12,3156122558,905107956,541230118,624018364,617029718,682038749,691805609,524250472,380857484,36628312,111481136,1341717662,291101599,1697958601,582343204,1926540214,897602331,10978764,242966624,665332312,876896546,687500886,340467418,98455,21382,17745,19306,19466,20839,21099,12310,9072,1291,1934,56429,9414,39192,11577,63114,31745,1021,12101,25178,26388,20553,9618,143
91,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS100002,중식음식점,650011416,18409,76,24,15,14,16,16,16,13,11,1,0,35,9,42,13,70,30,1,11,27,35,19,9,496391173,153620243,94940915,93470217,100654541,103650578,103674922,82976639,70643604,5653848,2541280,228858544,54994570,273775552,84187622,305381037,129084292,2251098,45648853,115910337,150303330,82556851,37794859,13877,4532,2529,2596,2940,2913,2899,2335,2197,55,45,8407,2165,6745,992,9321,4509,144,1913,3794,4401,2468,1114,21
92,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS100003,일식음식점,217180206,7163,88,12,16,20,17,19,16,10,3,2,0,33,4,38,22,66,34,2,15,30,27,20,6,190409481,26770725,33746087,43878697,37453933,41226492,34104272,20976867,5793858,3865748,169864,72035913,9577726,83499668,48031287,102009697,52426880,2992989,23448800,45858241,42139596,31412038,8584916,6512,651,1290,1405,1257,1406,1154,528,123,74,11,3621,373,2300,784,3225,2504,300,1246,1727,1396,802,256,15
93,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS100004,양식음식점,203740887,7280,83,17,12,18,16,20,17,10,8,5,2,31,7,29,26,58,42,1,17,33,27,17,6,168417975,35322912,24871695,35969893,31867948,40448643,35259796,19453106,15869806,10921903,3805584,63640769,13878244,58547998,52946389,94732081,67582560,1608644,26970221,53735176,43401829,26763721,9835056,6048,1232,924,1271,1150,1392,1311,575,657,264,193,2769,658,2169,1227,3327,2815,90,1165,2026,1482,1023,359,14
94,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS100005,제과점,256204500,38105,79,22,15,15,15,16,17,11,10,0,24,23,20,26,8,50,50,1,13,28,33,18,7,201198273,55006227,37046256,39267242,38825081,41746912,44312782,29264037,25742190,0,60730603,57603314,50063158,67559905,20247520,107246840,108686301,1584405,28719275,60744099,71412121,38273411,15199832,30913,7192,5876,6205,5954,6423,6455,3779,3413,0,11043,9367,6634,8577,2484,18211,16645,253,5560,10417,11012,5535,2078,9
95,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS100006,패스트푸드점,469932217,48051,79,21,15,15,17,16,17,12,10,1,7,40,17,29,6,54,46,2,20,31,29,13,4,370775432,99156785,68059222,71551418,77576218,75636168,77952406,54619589,44537196,2258247,33442430,189918588,81503760,134398363,28410829,211765050,177915153,8541198,78963270,121631861,111789517,52357030,16397332,39203,8848,7035,7611,8235,8124,8198,4525,4323,96,8241,18458,8131,10238,2887,26505,17646,1449,8907,14857,11317,5889,1735,22
96,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS100007,치킨전문점,304680323,11722,69,31,11,14,14,14,16,16,15,5,0,3,7,48,37,60,40,3,17,17,35,22,6,210081027,94599296,33585276,41244853,43275664,43860319,48114915,49235750,45363546,15109123,42343,10119840,22077565,145822482,111508970,163217581,109478364,7282514,47276313,46095310,94752665,60769490,16519656,8008,3714,1204,1662,1663,1620,1859,1989,1725,474,2,414,1131,5742,3959,5992,4928,626,2000,1649,3627,2388,628,21
97,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS100008,분식전문점,357713139,29660,78,22,17,14,14,18,16,13,9,1,13,34,14,32,6,48,52,3,17,28,32,16,4,279503014,78210125,59053134,49433807,50740155,63532636,56743282,47637557,30572568,2235812,47235409,120911970,51231513,113425785,22672650,129277289,139989948,8296627,46273223,74231321,85946204,43937621,10582236,24203,5457,4697,4517,4661,5170,5158,3193,2264,69,4217,10234,4886,8859,1395,12060,13779,1022,4666,7578,7729,3827,1020,24
98,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS100009,호프-간이주점,1505276125,28201,84,16,18,17,17,18,14,10,7,11,0,0,0,40,49,78,23,0,13,25,37,19,6,1263012729,242263396,266480649,251444808,257442718,270413471,217231083,143774231,98489165,166316709,0,26296,1495140,608018034,729419946,860601288,249138467,1915591,146087302,275693202,414964309,210437808,60641549,23538,4663,4526,4807,4484,5102,4619,3000,1663,4042,0,26,48,8874,15211,17486,6058,92,4540,5651,7438,4286,1547,41
99,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS100010,커피-음료,896156315,93052,82,18,15,16,17,17,17,9,9,0,14,38,23,23,2,56,45,1,18,37,26,13,5,732882294,163274021,130814198,144935126,148566620,154024315,154542035,79647185,83626836,0,124076271,339668698,206109248,208938914,17363184,364259496,292434012,3753402,118825020,243376523,172060262,86869060,31809249,79060,13992,14193,15943,16347,16052,16525,6809,7183,0,17488,32743,21236,19858,1727,42607,34006,701,16462,28587,18463,9558,2848,21
100,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS200001,일반교습학원,274055723,1131,90,10,16,35,14,17,9,3,7,0,1,9,29,60,1,56,45,0,0,2,60,36,3,246329304,27726419,42465277,94568969,38374724,46577109,24343225,7696283,20030136,0,2914098,23956241,79360825,164587005,3237554,152117054,121938669,0,0,6411123,163136715,97183306,7324579,1037,94,168,415,129,242,83,20,74,0,12,93,251,756,19,691,440,0,0,32,645,418,36,20
101,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS200002,외국어학원,326637424,1078,84,16,19,14,15,14,22,13,3,0,0,18,29,44,8,40,60,0,0,15,64,20,1,273184711,53452713,62622954,45171874,48048497,44805289,72536097,42690738,10761975,624401,1136148,59903090,94464646,143534693,26974446,130197923,196439501,0,0,48102409,209622865,66491537,2420613,919,159,197,119,192,148,263,130,29,3,6,134,302,554,79,475,603,0,0,89,749,224,16,9
102,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS200003,예술학원,46887014,290,100,0,41,14,21,3,21,0,0,0,0,6,30,58,6,29,71,0,3,32,43,19,3,46887014,0,19132647,6650417,10024691,1370927,9708332,0,0,0,0,2777849,14125453,27376515,2607197,13715499,33171515,0,1496569,15123907,20031813,8907642,1327083,290,0,106,55,78,11,40,0,0,0,0,20,110,147,13,67,223,0,14,111,137,17,11,9
103,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS200005,스포츠 강습,62718229,189,100,0,57,14,5,6,19,0,0,0,2,9,27,53,10,35,65,0,5,30,53,10,3,62718229,0,35543914,8838236,3043246,3494451,11798382,0,0,0,1507692,5393158,16653491,33175131,5988757,21430142,40564753,0,2981744,18309853,32643790,6364820,1694688,189,0,100,27,17,18,27,0,0,0,6,16,55,89,23,77,110,0,9,39,106,22,11,9
104,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS200006,일반의원,528336774,47193,85,15,18,17,14,17,18,15,0,0,29,29,28,14,0,57,43,1,7,17,22,30,25,447666323,80670451,95906376,91397033,75695506,90229933,94437475,80670451,0,0,150730430,154508254,146935507,76162583,0,278570481,213943619,2778908,32505430,82038377,106131218,146659090,122401081,40791,6402,8712,7694,7357,8213,8815,6402,0,0,13221,12635,14376,6961,0,25035,19845,320,3020,7509,11239,12092,10701,9
105,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS200007,치과의원,657388051,5746,92,8,15,13,21,17,25,8,0,0,13,39,26,21,0,64,37,0,4,14,15,39,28,603004903,54383148,100355401,85930094,140757031,112924312,163038065,54383148,0,0,87940506,258333952,171866744,139246849,0,411506351,236323742,83723,25702521,92834672,95163469,251298626,182747082,5284,462,1016,918,912,1204,1234,462,0,0,883,1851,2000,1012,0,3359,2371,6,448,1162,1247,1596,1272,6
106,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS200008,한의원,236807057,12499,88,12,19,19,13,21,16,12,0,0,15,33,38,15,0,39,61,0,5,10,29,29,26,208775374,28031683,45663177,44306434,31360229,48868124,38577410,28031683,0,0,34243046,77595497,89684954,35283560,0,91981853,144346650,163288,12395104,23959559,68508452,69097550,62204550,11064,1435,2530,1973,2114,1997,2450,1435,0,0,1708,4760,3665,2366,0,6554,5908,23,614,2481,3314,3411,2617,12
107,2018,3,A,골목상권,2111089,상일여고(상일초등학교),CS200016,당구장,19250046,1404,69,31,15,12,14,13,16,13,18,7,0,3,8,42,40,93,8,2,10,15,33,34,7,13336571,5913475,2832810,2317583,2629747,2535438,3020993,2447073,3466402,1356024,0,652033,1552415,8030677,7658897,16799585,1353436,333148,1782413,2643500,5931642,6217046,1245273,1005,399,207,192,189,196,221,177,222,81,0,85,127,595,516,1223,106,39,174,188,425,404,100,12
