,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
139,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300001,슈퍼마켓,427933081,39782,77,23,16,13,17,16,16,12,10,0,13,24,23,31,9,56,44,1,8,16,33,28,14,331043258,96889823,70195486,54054482,73901251,66202407,66689632,52218915,44670908,0,56030692,102643776,98751333,132454711,38052569,239382420,187549675,5114599,34159891,66023424,140436985,120029599,61167597,30401,9381,5621,6339,5816,6065,6560,5534,3847,0,4542,10546,6243,13788,4663,26110,13639,1379,5145,6183,9997,12561,4484,22
140,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300002,편의점,1289057650,242838,79,21,16,17,15,15,16,12,9,8,24,15,14,23,16,72,28,5,22,28,24,15,5,1018405511,270652139,211549027,212998608,189704275,197886428,206267173,149208620,121443519,99681023,309499741,190750856,179982782,299729472,209413776,926382024,352626613,59623353,282990515,362267637,311140184,195450361,67536585,197383,45455,40031,41776,37107,39452,39017,24721,20734,15096,67869,39278,36938,51934,31723,168125,74351,19764,63335,68801,51303,29834,9440,27
141,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300007,육류판매,449733425,4749,85,15,15,53,5,7,6,12,3,0,14,3,54,27,3,39,61,0,1,1,68,19,11,383346707,66386718,65178717,235890426,23238134,33140814,25898616,53400280,12986438,0,61036516,14459870,240561408,121748344,11927287,170470282,269582507,285340,4359695,5473188,300936494,82962134,46035938,3641,1108,762,779,623,714,763,763,345,0,725,542,1005,2340,137,2188,2477,10,130,185,1409,2016,914,10
142,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300010,반찬가게,216000000,150,100,0,50,0,50,0,0,0,0,0,0,50,50,0,0,50,50,0,0,0,0,50,50,216000000,0,108000000,0,108000000,0,0,0,0,0,0,108000000,108000000,0,0,108000000,108000000,0,0,0,0,108000000,108000000,150,0,75,0,75,0,0,0,0,0,0,75,75,0,0,75,75,0,0,0,0,75,75,1
143,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300011,일반의류,35416436,995,84,16,9,10,10,41,14,5,11,0,0,19,46,35,0,60,40,0,1,2,13,41,43,29810571,5605865,3072702,3635203,3673466,14454712,4974488,1721938,3883927,0,0,6730863,16358411,12327162,0,21147310,14269126,0,426658,765306,4597574,14569508,15057390,823,172,192,153,134,249,95,57,115,0,0,250,228,517,0,420,575,0,39,38,172,479,267,7
144,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300016,안경,123207650,1143,72,28,16,13,13,21,9,20,8,0,4,16,28,51,2,48,52,2,13,13,36,23,15,88693225,34514425,20182704,16068495,15346803,25964540,11130683,24709101,9805324,0,5253258,19705207,34115756,62237506,1895923,58994048,64213602,2339388,15442608,15630465,43929883,27802492,18062814,874,269,184,166,197,210,117,194,75,0,47,253,367,470,6,527,616,65,185,166,360,193,174,9
145,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300018,의약품,6029835122,79977,98,2,3,34,18,14,29,2,0,0,18,53,16,13,0,40,60,0,1,18,69,4,8,5913286045,116549077,171145006,2068613898,1077951286,849813807,1745762048,116549077,0,0,1074317346,3208877615,946799949,787630022,12210190,2409068599,3615137460,2949894,64737339,1063180546,4175636468,245958491,471743323,70823,9154,16975,14532,11773,13306,14237,9154,0,0,16965,19648,21752,20261,1351,45632,33962,801,8375,17499,20669,19902,12347,14
146,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300020,서적,58996908,10547,100,0,17,25,23,22,14,0,0,0,37,20,28,16,0,34,66,29,8,10,22,27,4,58996908,0,9757317,14729609,13281646,12747969,8480367,0,0,0,21882853,11678605,16263961,9171489,0,18398982,35681285,15785193,4436637,5271566,11816193,14690599,2080077,10547,0,2226,2596,1944,1678,2103,0,0,0,4310,2031,2810,1396,0,3976,6378,5618,706,618,2014,1237,160,3
147,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300021,문구,158762099,7082,98,3,6,15,9,45,23,3,0,0,12,18,63,7,0,62,38,4,29,27,22,10,9,154756459,4005640,9017639,23890536,14893071,70948130,36007083,3891496,114144,0,19472810,28861937,99679485,10747867,0,35483124,21958727,2294851,16594884,15324483,12511749,5782392,4933495,6484,598,1211,1291,1150,1360,1472,558,40,0,1499,2140,2248,1195,0,3083,3443,1189,1185,1604,1420,859,269,6
148,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300025,자전거 및 기타운송장비,220527308,1191,38,62,0,2,8,5,24,62,0,0,0,0,37,63,0,93,7,0,3,7,80,10,0,83571588,136955720,0,3574830,17476948,10327287,52192523,136955720,0,0,0,397203,80711724,139418381,0,204639173,15888135,0,6911339,15490931,175881649,22243389,0,874,317,0,159,239,79,397,317,0,0,0,79,556,556,0,1112,79,0,318,239,476,158,0,3
149,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300028,화초,885616974,11449,71,29,13,11,22,10,16,18,11,0,8,14,56,21,0,45,55,0,2,7,29,41,21,629578082,256038892,113709654,100719463,190674184,84629937,139844844,155530356,100508536,0,73526275,127697086,494430509,188848968,1114136,330457528,407922323,0,10856045,53836374,213257864,304880643,155548924,7786,3663,1061,1774,1785,1819,1347,1961,1702,0,1361,2407,5809,1865,7,4619,5085,0,424,683,2164,3834,2596,27
150,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300029,애완동물,26854046,968,71,29,17,12,11,14,17,14,15,0,6,27,25,42,0,47,53,0,13,7,24,37,20,19128924,7725122,4593946,3204511,2979732,3761747,4588988,3629950,4095172,0,1647517,7121622,6761960,11284825,38122,12723330,14130716,67233,3373703,1824228,6379877,9820673,5388332,725,243,164,132,128,135,166,131,112,0,62,236,228,439,3,423,545,17,166,104,208,289,184,3
151,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300033,철물점,37198057,1714,87,13,37,15,8,9,19,11,2,0,19,29,38,15,0,72,29,0,8,25,31,12,24,32345222,4852835,13671198,5422010,3031236,3339461,6881317,4016172,836663,0,7052863,10640398,14105250,5399546,0,11475739,4575450,0,1354064,4024140,4912194,1877079,3883714,1425,289,368,262,280,220,295,233,56,0,442,545,438,289,0,793,467,0,132,280,291,265,292,6
152,2019,4,A,골목상권,2111089,상일여고(상일초등학교),CS300035,인테리어,697507,8,100,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,697507,0,697507,0,0,0,0,0,0,0,0,0,0,697507,0,0,697507,0,0,0,0,697507,0,8,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,8,0,1
0,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS100001,한식음식점,3722754146,101948,78,22,13,14,22,15,15,14,8,0,4,38,9,38,12,70,30,0,9,19,28,29,15,2905151735,817602411,470617797,535130167,805051555,550154552,544197664,525655108,291947303,16222080,137547666,1400464040,318154248,1400564033,449802079,2092140684,892515056,6599554,258158192,572070028,828274497,868726028,450827447,83491,18457,16076,17135,15894,17249,17137,11424,7033,371,952,53562,9461,30129,7473,62864,30454,456,9988,19753,25392,24679,13048,210
1,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS100002,중식음식점,621615578,18397,74,26,11,14,21,14,14,14,12,1,2,40,13,37,8,66,34,0,7,23,34,24,12,459702574,161913004,67024415,85544187,133208706,86589933,87335333,85822862,76090142,2799637,10923598,250062465,80383087,228420203,49026588,332508380,169329467,1223442,36912459,115442093,171607190,118301199,58351461,13581,4816,2358,2838,2872,2756,2757,2529,2287,27,52,8901,2739,6104,574,10781,5953,91,1645,3670,5466,3818,2047,27
2,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS100003,일식음식점,205929591,6685,88,12,15,15,19,20,19,11,1,7,0,29,5,34,25,67,33,1,19,32,26,18,5,181067194,24862397,30056250,31738635,39394355,40366228,39511726,21953490,2908907,13771354,534566,59797447,10044288,70180788,51601148,122602012,59285999,2193692,33949135,57246852,47284028,32526293,8688013,6116,569,1115,1266,1148,1436,1151,533,36,192,42,3281,639,1889,642,3908,2317,197,1585,1822,1477,858,277,15
3,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS100004,양식음식점,244273402,7786,85,15,17,13,24,19,12,5,11,6,0,43,6,18,28,65,35,0,19,29,35,10,7,206592621,37680781,42552854,30960278,57616635,46578951,28883903,11318795,26361986,14293016,0,103942470,14585418,44066713,67385785,142846050,77799347,930699,41821999,64743464,76876458,21763449,14509330,6730,1056,1172,1215,1724,1379,1240,325,731,338,0,3826,442,1576,1604,4136,3055,62,1416,2292,2355,736,333,9
4,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS100005,제과점,204897316,29454,78,22,14,15,14,19,16,12,10,0,21,26,21,28,6,52,48,1,17,26,28,21,8,159378830,45518486,28612822,30771526,28779545,38107732,33107205,25361519,20156967,0,42032447,52903312,42399719,56280521,11281317,97636190,90270748,1275495,32033658,47956134,52608163,39097029,14936460,23748,5706,4524,4857,4724,5007,4636,3060,2646,0,8277,7877,5996,6091,1213,16377,12270,138,5651,8435,7449,5221,1750,9
5,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS100006,패스트푸드점,430711057,47919,75,25,15,13,16,17,15,13,12,0,11,39,18,26,6,59,41,1,20,31,28,16,5,323592411,107118646,63733425,55950575,67952258,73227328,62728825,55770257,51348389,1785002,46883721,168252484,76004605,112037090,25748155,238535991,166204615,5050203,79347951,125137194,113067775,63291335,18846148,37986,9933,7055,7485,7749,8090,7607,4805,5128,79,12490,13724,8715,10194,2717,31748,15155,887,10158,16601,11767,5810,1680,12
6,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS100007,치킨전문점,252422325,9251,66,34,10,13,14,13,16,17,17,4,0,4,8,49,36,63,37,1,17,20,30,24,8,166509751,85912574,24106795,32116022,35356876,33719883,41210175,43271318,42641256,10180611,0,8903296,19686499,123304761,90347158,153963565,89397371,2623683,40614376,49390589,73593036,58435383,18703869,6006,3245,907,1168,1248,1114,1569,1639,1606,318,0,372,822,4688,3051,5385,3629,128,1431,1533,2786,2374,762,18
7,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS100008,분식전문점,583004854,29071,87,13,9,12,41,13,13,9,5,2,6,43,18,22,9,60,40,2,17,26,32,18,6,507294566,75710288,51968600,67146404,237776395,72761658,77641509,49345596,26364692,13530946,33568336,252781292,105147390,127741307,50235583,226930617,151172888,6184482,63093569,99585453,119200012,69225242,20814746,24058,5013,4142,4975,4850,5033,5058,3169,1844,523,4103,10825,4457,7408,1755,15774,11863,564,4962,7533,8531,4611,1438,39
8,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS100009,호프-간이주점,455887939,13052,75,25,11,19,13,16,16,16,9,21,0,1,1,28,51,73,27,1,20,19,24,30,7,341778344,114109595,48674906,86465317,60096520,73410956,73130645,71793545,42316050,93359364,0,3133843,2323330,127000522,230070880,316108466,117867277,2151204,87025832,82660981,105132490,127841196,29164043,9537,3515,1623,2301,1714,1993,1906,2203,1312,2371,0,257,152,3935,6337,9182,3377,58,2461,2350,2934,3753,1005,34
9,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS100010,커피-음료,1193466062,135590,86,14,16,18,17,19,16,7,7,0,20,43,27,10,1,59,41,0,16,44,24,12,5,1021329995,172136067,192557024,216804526,198233382,223061190,190673873,87530136,84605931,0,240685213,506697792,319201675,118435329,8446053,640323541,440088489,1710212,174043004,477930358,253510298,124916895,48301262,117399,18191,21512,24984,23378,25193,22332,9315,8876,0,36804,52373,32858,12684,871,72009,55071,323,22613,56514,28926,13370,5332,38
10,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200001,일반교습학원,256740054,810,97,3,46,8,21,9,13,3,0,0,8,40,35,17,0,36,64,0,0,19,67,14,0,249816158,6923896,117164583,21493237,52981511,23706541,34470286,6923896,0,0,20021186,103256477,89458487,44003904,0,92082334,164657720,0,0,49096714,172669139,34974201,0,798,12,166,227,100,63,242,12,0,0,95,272,317,126,0,571,239,0,0,23,711,76,0,8
11,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200002,외국어학원,94346271,380,82,19,11,20,12,23,15,19,0,0,19,6,28,41,6,42,58,0,0,0,72,28,0,76894812,17451459,9972263,19120728,11706568,21570436,14524817,17451459,0,0,17451458,5961678,26762517,38425727,5744891,39498829,54847442,0,0,0,68114886,26231385,0,316,64,44,76,54,76,66,64,0,0,65,33,97,163,22,152,228,0,0,0,283,97,0,10
12,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200003,예술학원,49690799,210,100,0,62,9,4,20,6,0,0,0,0,2,74,23,0,20,80,1,19,0,69,11,0,49690799,0,30685860,4252284,1942425,9732802,3077428,0,0,0,0,1161290,36979356,11550153,0,9733050,39957749,612399,9603422,0,34082418,5392560,0,210,0,84,19,8,85,14,0,0,0,0,5,134,71,0,37,171,8,79,0,104,17,0,9
13,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200005,스포츠 강습,98656039,466,78,22,13,7,18,17,23,0,22,0,0,51,14,23,13,69,31,0,39,12,24,13,12,77332509,21323530,12620913,7066146,18170801,16878306,22596343,0,21323530,0,0,49868503,13559148,22910526,12317862,68493677,30162362,0,38201836,12121694,23736046,12929796,11666667,380,86,159,98,22,76,25,0,86,0,0,170,245,35,16,427,39,0,161,154,40,102,9,7
14,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200006,일반의원,569429186,48002,89,11,20,17,17,18,17,11,0,0,24,29,36,12,0,53,47,0,7,16,24,31,21,507179751,62249435,111008581,98754038,97949459,103770495,95697178,62249435,0,0,133711327,164682696,202762521,68272642,0,299449542,262782784,1412365,41037217,89961975,135074881,174648844,120097044,42259,5743,9611,8587,7757,8290,8014,5743,0,0,11233,13933,16387,6449,0,26603,20958,230,3961,7019,12559,12536,11256,12
15,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200007,치과의원,605448062,6853,85,15,14,20,14,21,16,15,0,0,15,40,25,20,0,70,30,0,6,13,23,37,21,513364594,92083468,87390192,121609022,83026906,127229458,94109016,92083468,0,0,90845835,242824379,153084560,118693288,0,415954837,175700442,0,35283669,78486642,134651142,216821168,126412659,6163,690,1533,1482,768,1187,1193,690,0,0,1651,2020,2035,1147,0,4219,2604,0,471,1113,2257,1847,1133,15
16,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200008,한의원,126265216,6769,85,15,16,19,16,12,24,15,0,0,17,31,26,26,0,43,57,0,1,21,30,22,27,107720270,18544946,19955831,23401302,19725238,14975059,29662840,18544946,0,0,21370474,39360083,32496647,33038012,0,54228259,72036957,0,1025684,26459596,37213639,27754869,33811428,5829,940,1203,1066,1113,1116,1331,940,0,0,1266,2329,1852,1322,0,3470,3299,0,115,1038,2108,2319,1189,12
17,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200016,당구장,17328698,1281,77,23,17,11,15,20,14,9,15,4,0,4,9,46,38,92,8,1,6,11,30,42,11,13284698,4044000,2969695,1856218,2615106,3434503,2409176,1489751,2554249,627177,0,613990,1563819,7998474,6525238,15969620,1359078,215596,962653,1972245,5136012,7191247,1850945,997,284,219,162,205,219,192,120,164,42,0,72,113,616,438,1167,114,22,92,128,313,534,192,9
18,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200017,골프연습장,13730975,329,72,28,16,40,7,3,7,14,14,15,0,10,4,50,21,99,1,0,0,8,57,36,0,9888385,3842590,2168505,5421263,954142,433702,910773,1908284,1934306,2081764,0,1344474,563811,6852476,2888450,13557495,173480,0,0,1040882,7763248,4926845,0,218,111,44,86,35,18,35,68,43,51,0,43,27,104,104,320,9,0,0,26,164,139,0,5
19,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200019,PC방,448581993,96419,64,36,12,12,12,15,13,18,18,12,5,10,18,32,22,87,13,8,70,13,6,4,0,286652138,161929855,54045839,52097409,54756992,66710641,59041257,79716904,82212951,55612719,23347785,46044526,79932808,143852789,99791366,390946298,57635695,33616563,313964934,56304349,25242457,19066302,387388,62940,33479,11916,11857,11890,14673,12604,16105,17374,10338,5158,10797,18671,31324,20131,82389,14030,13609,63046,10344,5371,3955,94,9
20,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200024,스포츠클럽,38921651,234,100,0,13,31,13,7,36,0,0,0,20,30,3,47,0,64,36,0,0,59,28,10,3,38921651,0,5118464,12049716,5118464,2559232,14075775,0,0,0,7677696,11516543,1279616,18447796,0,24845876,14075775,0,0,23033087,10770100,3838848,1279616,234,0,43,64,43,42,42,0,0,0,42,43,21,128,0,192,42,0,0,149,43,21,21,3
21,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200025,자동차수리,331891981,2321,84,16,9,15,20,19,22,13,3,0,7,35,28,28,3,79,21,0,4,4,17,55,20,278845853,53046128,28597409,49431902,67258277,61239960,72318305,44174498,8871630,0,21450850,115529260,92248975,94090009,8572887,249433726,65993593,0,12345724,12896227,54052743,172279450,63853177,1820,501,297,316,312,471,424,415,86,0,256,779,865,392,29,1516,564,0,93,197,396,1002,395,17
22,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200028,미용실,145388774,5376,59,41,13,14,9,13,10,26,15,1,2,23,37,36,1,41,60,0,10,7,25,35,23,85733687,59655087,18409923,19837213,13675141,19025892,14785518,37505645,22149442,1930404,2457618,33410868,53940665,51838108,1811111,58535526,86062672,556347,14497608,10531785,35469902,50136094,33406461,3483,1893,780,800,614,659,630,1211,682,10,172,1211,1891,2053,39,2739,2609,57,516,547,1366,1915,947,33
23,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200029,네일숍,200913,9,100,0,32,0,68,0,0,0,0,0,0,0,68,32,0,0,100,0,68,32,0,0,0,200913,0,63927,0,136986,0,0,0,0,0,0,0,136986,63927,0,0,200913,0,136986,63927,0,0,0,9,0,4,0,5,0,0,0,0,0,0,0,4,5,0,0,9,0,5,5,0,0,0,1
24,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200030,피부관리실,51136223,155,85,15,20,32,20,13,0,15,0,0,0,0,15,85,0,33,67,0,0,0,15,33,52,43427245,7708978,10278638,16445820,10278638,6424149,0,7708978,0,0,0,0,7708978,43427245,0,16702787,34433436,0,0,0,7708978,16702787,26724458,129,26,26,51,26,26,0,26,0,0,0,0,26,129,0,51,104,0,0,0,26,51,78,3
25,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200031,세탁소,6851590,503,94,6,46,10,23,4,12,6,0,0,17,12,52,20,0,73,27,0,4,44,26,27,0,6471121,380469,3147519,691762,1569042,251550,811248,380469,0,0,1135119,795527,3562575,1358369,0,5030998,1820592,0,251550,3018599,1745127,1836314,0,440,63,158,94,94,31,63,63,0,0,63,63,220,157,0,314,189,0,31,157,126,189,0,1
26,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS200037,노래방,65112188,1043,66,34,7,13,8,22,15,23,12,35,0,0,0,12,53,82,18,0,5,7,35,27,26,42705641,22406547,4423711,8648095,5357452,14291232,9985151,14709162,7697385,23068786,0,0,0,7561747,34481655,50564500,10841689,0,3164912,4503724,21281161,16822826,15633565,666,377,78,139,140,122,187,248,129,236,0,0,0,166,641,661,362,0,141,138,287,296,161,23
27,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300001,슈퍼마켓,611432174,55186,75,25,12,15,16,18,14,12,13,0,8,26,18,37,10,60,40,1,7,18,32,29,14,456077781,155354393,74671459,91096606,95796667,110018883,84494166,74605014,80749379,261988,51053953,160993085,110969840,225231968,62921340,361072769,242619546,3927515,41241839,107977438,190864514,175624567,84056441,40182,15004,7417,8356,8134,8172,8103,8085,6919,30,3959,12160,11132,21639,6266,34273,20846,947,5747,8736,14877,16856,7958,21
28,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300002,편의점,1335902903,236520,78,22,15,15,15,16,17,12,10,8,21,16,15,25,15,74,26,1,22,29,24,18,6,1041530139,294372764,204883615,204194423,196035589,207401807,229014705,159140610,135232154,106675275,285172637,212594523,194701394,336720834,200038240,978798161,349525252,18724602,294144849,383689178,324008097,231805815,75950873,190697,45823,37261,38549,37372,38284,39231,24611,21212,15796,59430,40586,36609,53766,30333,172379,63918,6040,64593,72227,50130,32020,11289,27
29,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300007,육류판매,294582802,6788,65,35,14,12,7,14,17,21,14,0,7,11,27,50,5,50,50,0,3,9,23,41,24,192198189,102384613,42285774,35603112,21448479,42203974,50656850,62313344,40071269,0,19150788,31787869,80202267,147779133,15662745,124875953,127093765,57700,8063039,21308820,58598115,102800612,61141432,4547,2241,845,883,762,1045,1012,1206,1035,0,689,1118,1687,3140,154,3156,3219,9,223,767,1509,2553,1316,9
30,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300011,일반의류,13618615,460,82,18,3,27,27,2,22,8,10,0,0,21,41,38,0,39,61,0,0,11,7,53,29,11112239,2506376,382653,3692599,3736606,286990,3013391,1147958,1358418,0,44005,2793366,5605864,5175380,0,5280608,8338007,0,44005,1434948,1014030,7241705,3883927,383,77,19,96,135,19,114,39,38,0,19,115,173,153,0,191,269,0,19,39,77,172,153,7
31,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300016,안경,148740540,946,69,32,14,15,9,22,10,30,2,0,2,19,39,40,1,57,43,0,11,17,19,37,15,101910861,46829679,20150169,22416398,12735021,32445357,14163916,44258385,2571294,0,2225706,27691130,58475174,58867340,1481190,80793996,62021784,587489,16196065,23702951,27229131,53175189,21924956,711,235,178,155,106,168,104,217,18,0,24,211,339,360,12,476,465,23,161,195,216,239,106,10
32,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300018,의약품,6071546386,87736,98,3,3,39,20,9,26,2,1,0,10,36,50,4,0,48,52,0,1,21,61,5,12,5917381571,154164815,170888817,2391981517,1209582547,560781035,1584147655,123624245,30540570,0,617551321,2187485609,3023823443,226099056,16586957,2890740016,3171447784,2254400,68929630,1289906203,3706193817,274121445,720782305,75377,12359,17404,15717,13458,14342,14456,10015,2344,0,23902,19849,20949,21549,1487,49572,37660,382,9855,17355,21409,22046,16186,14
33,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300020,서적,62392942,4275,100,0,19,18,17,24,22,0,0,0,16,32,31,21,0,38,62,7,7,6,31,46,3,62392942,0,11801177,11507910,10499847,15168272,13415736,0,0,0,9773393,19660207,19605264,13354078,0,23339738,37456135,4423561,4355388,3734808,18936856,27670726,1674534,4275,0,901,866,813,971,724,0,0,0,901,1378,1166,830,0,1620,2584,613,466,365,1117,1441,201,3
34,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300021,문구,96567533,5747,96,5,30,14,22,16,14,4,1,0,11,51,29,9,0,64,36,2,16,45,21,13,4,92194244,4373289,28691910,13514213,20991554,15140305,13856262,3453505,919784,0,10558673,48992236,27994741,9021883,0,37073628,20492407,1045479,9343087,25608147,11841399,7229480,2498444,5335,412,1288,995,880,1184,988,346,66,0,852,1959,1751,1185,0,2785,2402,319,944,1638,1134,911,241,6
35,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300022,화장품,28000000,56,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,28000000,0,0,0,0,28000000,0,0,0,0,0,28000000,0,0,0,0,28000000,0,0,0,0,28000000,0,56,0,0,0,0,56,0,0,0,0,0,56,0,0,0,0,56,0,0,0,0,56,0,1
36,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300025,자전거 및 기타운송장비,1228947208,2066,95,5,0,3,91,0,1,5,0,0,0,20,41,39,0,99,1,0,1,7,91,0,1,1162852568,66094640,2780424,31776269,1114790960,0,13504915,66094640,0,0,0,245233357,504845476,478868375,0,1193834431,8897355,0,12710508,82777182,1095725199,2780424,8738474,1270,796,79,397,556,0,238,796,0,0,0,635,557,874,0,1669,317,0,238,874,556,79,238,3
37,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300028,화초,1500555704,29038,57,43,9,20,5,10,13,21,21,0,4,29,45,22,0,41,59,0,2,8,19,41,30,861091015,639464689,141529678,300592326,75379497,147142155,196447359,320698339,318766350,0,56860530,431987409,679685120,327966610,4056035,576531244,828788769,0,27256552,117717748,271087984,569076799,420180930,16236,12802,3245,3853,2751,3076,3311,6091,6711,0,1256,8016,13648,6037,81,11139,16519,0,324,2556,6584,9675,8516,30
38,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300029,애완동물,24892857,964,77,23,14,14,20,16,13,14,10,0,4,24,30,40,2,51,49,1,14,13,21,34,18,19067789,5825068,3357378,3574674,4842742,4039619,3253376,3374049,2451019,0,1064289,5945879,7560194,9840429,482066,12607747,12285110,184625,3458751,3111054,5274063,8383938,4480426,719,245,132,146,146,150,145,127,118,0,41,204,278,428,13,438,526,6,178,143,234,247,156,3
39,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300033,철물점,34856172,1994,89,11,12,8,14,9,46,10,1,0,10,21,25,44,0,75,25,0,8,19,28,27,19,31154271,3701901,4295249,2919370,4850311,2999563,16089778,3448772,253129,0,3466630,7464453,8630974,15294115,0,15616465,5167801,0,1641203,3919095,5710780,5571622,3941565,1672,322,396,323,278,294,381,294,28,0,338,649,585,422,0,1118,539,0,188,210,484,356,419,6
40,2020,1,A,골목상권,2111089,상일여고(상일초등학교),CS300035,인테리어,1263309,139,100,0,0,23,18,46,13,0,0,0,30,18,36,16,0,27,74,0,0,0,0,74,27,1263309,0,0,285715,228571,582950,166073,0,0,0,375359,228571,451788,207591,0,166073,461073,0,0,0,0,461073,166073,139,0,0,56,29,45,9,0,0,0,37,29,64,9,0,8,37,0,0,0,0,37,8,3
